Country,Country Code,Year,Currency,budget_deficit,budget_deficitsurplus,budget_surplus,capital_expenditure,consumer_price_index_cpi,defence_expenditure,education_expenditure,expenditure,exports,food_inflation_yoy,gdp_growth_rate,gdp_per_capita,government_debt,health_expenditure,imports,interest_rate,labour_force,nominal_gdp,population,real_gdp,revenue,tax_revenue,unemployment_rate,value_added_tax_vat
Ethiopia,ETH,2016,USD,,,,,,,,,6077.3,,,,,,20552.1,,,,,,,,,
Ethiopia,ETH,2017,ETB,-59444.0,,,153023.5,,,,329658.1,,,,,,,,12.8,,1832553.7,,1717127.2,270214.1,210172.5,,
Ethiopia,ETH,2017,USD,,,,,,,,,6257.2,,,,,,19714.0,,,,,,,,,
Ethiopia,ETH,2018,ETB,-66643.2,,,143735.1,,,,354205.3,,,,,,,,13.5,,2202372.7,,1834066.5,287562.1,235229.5,,
Ethiopia,ETH,2018,USD,,,,,,,,,7095.9,,,,,,19707.4,,,,,,,,,
Ethiopia,ETH,2019,ETB,-68169.2,,,174949.1,,,,413105.7,,,,,,,,13.5,,2696222.7,,1982516.7,344936.5,268457.4,,
Ethiopia,ETH,2019,USD,,,,,,,,,7694.9,,,,,,20704.8,,,,,,,,,
Ethiopia,ETH,2020,ETB,-93277.4,,,207576.1,,,,488243.2,,,,,,,,14.3,,3374746.9,,2109180.1,394965.8,311476.5,,
Ethiopia,ETH,2020,USD,,,,,,,,,7715.7,,,,,,18828.3,,,,,,,,,
Ethiopia,ETH,2021,ETB,-120118.5,,,235409.7,,,,599006.7,,,,,,,,14.3,,4341024.2,,2227894.7,478888.1,388763.5,,
Ethiopia,ETH,2021,USD,,,,,,,,,8498.9,,,,,,19177.0,,,,,,,,,
Ethiopia,ETH,2022,ETB,-212345.4,,,262055.7,,,,779099.0,,,,,,,,14.3,,6157015.2,,2346748.0,566753.6,477770.3,,
Ethiopia,ETH,2022,USD,,,,,,,,,10457.7,,,,,,23845.0,,,,,,,,,
Ethiopia,ETH,2023,ETB,-221184.9,,,355917.0,,,,938771.6,,,,,,,,14.3,,8723116.8,,2501498.3,717586.7,593232.1,,
Ethiopia,ETH,2023,USD,,,,,,,,,10855.8,,,,,,23430.0,,,,,,,,,
Ethiopia,ETH,2024,ETB,-246950.7,,,467457.6,,,,1120077.3,,,,,,,,14.3,,11752138.0,,2684525.0,873126.5,716172.2,,
Ethiopia,ETH,2024,USD,,,,,,,,,11763.6,,,,,,25128.0,,,,,,,,,
Ghana,GHA,2006,GHS,,,,,,,,,,,,,,,,,,7051400000.0,,16714210000.0,,,,
Ghana,GHA,2006,USD,,,,,,,,,330100000.0,,,,,,490800000.0,,,,,,,,,
Ghana,GHA,2007,GHS,,,,,,,,,,,,,,,,,,8244620000.000001,,17967280000.0,,,,
Ghana,GHA,2007,USD,,,,,,,,,358400000.0,,,,,,592300000.0,,,,,,,,,
Ghana,GHA,2008,GHS,,,,,,,,,,,,,,,,,,11129810000.0,,19410590000.0,,,,
Ghana,GHA,2008,USD,,,,,,,,,406100000.0,,,,,,781900000.0,,,,,,,,,
Ghana,GHA,2009,GHS,,,,,,,,,,,,,,,,,,12716500000.0,,20086830000.0,,,,
Ghana,GHA,2009,USD,,,,,,,,,571400000.0,,,,,,769800000.0,,,,,,,,,
Ghana,GHA,2010,GHS,,,,,,,,,,,,,,,,,,17367170000.0,,21408680000.0,,,,
Ghana,GHA,2010,USD,,,,,,,,,637600000.0,,,,,,790200000.0,,,,,,,,,
Ghana,GHA,2011,GHS,,,,,,,,,,,,,,,,,,20931120000.0,,24392300000.0,,,,
Ghana,GHA,2011,USD,,,,,,,,,941900000.0,,,,,,1131000000.0,,,,,,,,,
Ghana,GHA,2012,GHS,-329900000.0,,119300000.0,,,,,1401100000.0,,,,,,,,,,23865220000.0,,27631430000.0,1071200000.0,279600000.0,,
Ghana,GHA,2012,USD,,,,,,,,,1319600000.0,,,,,,1268100000.0,,,,,,,,,
Ghana,GHA,2013,GHS,-590000000.0,,38600000.0,,,,,1480600000.0,,,,,,,,,,28038910000.0,,29807510000.0,1454700000.0,401600000.0,,
Ghana,GHA,2013,USD,,,,,,,,,1405800000.0,,,,,,1438000000.0,,,,,,,,,
Ghana,GHA,2014,GHS,-250500000.0,,21500000.0,,,,,2003200000.0,,,,,22906670000.0,,,,,32301400000.0,,29478100000.0,1752700000.0,527299999.99999994,,
Ghana,GHA,2014,USD,,,,,,,,,1114600000.0,,,,,,1346500000.0,,,,,,,,,
Ghana,GHA,2015,GHS,-927800000.0,,507800000.0,,,,,2893400000.0,,,,,24673850000.0,,,,,42016200000.0,,32668270000.0,1965600000.0,586100000.0,,
Ghana,GHA,2015,USD,,,,,,,,,1044700000.0,,,,,,1170400000.0,,,,,,,,,
Ghana,GHA,2016,GHS,-368600000.0,,,,,,,2558900000.0,,,,,26461120000.0,,,,,53070620000.0,,32528340000.0,2222500000.0,657300000.0,,
Ghana,GHA,2016,USD,,,,,,,,,877100000.0,,,,,,1124900000.0,,,,,,,,,
Ghana,GHA,2017,GHS,-410500000.0,,,,,,,3529800000.0,,,,,29765080000.0,,,,,60905260000.0,,35011550000.0,3200600000.0,1269000000.0,,
Ghana,GHA,2017,USD,,,,,,,,,1306100000.0,,,,,,1059700000.0,,,,,,,,,
Ghana,GHA,2018,GHS,-1556300000.0,,8300000.000000001,,,,,4419300000.0,,,,,34123000000.0,,,,,72938570000.0,,38822390000.0,2991900000.0,880100000.0,,
Ghana,GHA,2018,USD,,,,,,,,,1433930000.0,,,,,,1180480000.0,,,,,,,,,
Ghana,GHA,2019,GHS,-1072300000.0,,3758200000.0,,,,,4747100000.0,,,,,36808750000.0,,,,,82086730000.0,,41103530000.0,3914200000.0,1439400000.0,,
Ghana,GHA,2019,USD,,,,,,,,,1342320000.0,,,,,,1256840000.0,,,,,,,,,
Ghana,GHA,2020,GHS,-2594200000.0,,,,,,,7195800000.0,,,,,41555700000.0,,,,,96590190000.0,,43742770000.0,4800900000.0,1912100000.0,,
Ghana,GHA,2020,USD,,,,,,,,,1437070000.0,,,,,,1128180000.0,,,,,,,,,
Ghana,GHA,2021,GHS,-1992500000.0,,,,,,,6747600000.0,,,,,53786860000.0,,,,,109446500000.0,,45450040000.0,4936100000.0,1819500000.0,,
Ghana,GHA,2021,USD,,,,,,,,,1355330000.0,,,,,,1135440000.0,,,,,,,,,
Ghana,GHA,2022,GHS,-5013400000.0,,,,,,,10229200000.0,,,,,60160800000.0,,,,,134907600000.0,,46936700000.0,5215770000.0,1511700000.0,,
Ghana,GHA,2022,USD,,,,,,,,,1218520000.0,,,,,,1135170000.0,,,,,,,,,
Ghana,GHA,2023,GHS,-3333400000.0,,2018300000.0,,,,,11852370000.0,,,,,52186880000.0,,,,,212506800000.0,,48419400000.0,8518980000.0,3194540000.0,,
Ghana,GHA,2023,USD,,,,,,,,,1506440000.0,,,,,,984060000.0,,,,,,,,,
Ghana,GHA,2024,GHS,-9420050000.0,,3245550000.0,,,,,15035920000.0,,,,,52829320000.0,,,,,272002000000.0,,50620000000.0,9979520000.0,2638320000.0,,
Ghana,GHA,2024,USD,,,,,,,,,1364990000.0,,,,,,1375470000.0,,,,,,,,,
Ghana,GHA,2025,GHS,-5428130000.0,,8411469999.999999,,,,,18894250000.0,,,,,49133440000.0,,,,,360013100000.0,,53825000000.0,12987230000.0,4681290000.0,,
Ghana,GHA,2025,USD,,,,,,,,,2408130000.0,,,,,,1410730000.0,,,,,,,,,
Ivory Coast,CIV,1960,XOF,,,1500000000.0,,,,,24300000000.0,,,,,,,,,,140700000000.0,,,25800000000.0,24500000000.0,,
Ivory Coast,CIV,1961,XOF,,,2300000000.0,,,,,28600000000.0,,,,,,,,,,159300000000.0,,,30900000000.0,29900000000.0,,
Ivory Coast,CIV,1962,XOF,-900000000.0,,,,,,,31800000000.0,,,,,,,,,,166100000000.0,,,30900000000.0,29800000000.0,,
Ivory Coast,CIV,1963,XOF,,,1200000000.0,,,,,33600000000.0,,,,,,,,,,195900000000.0,,,34800000000.0,33900000000.0,,
Ivory Coast,CIV,1964,XOF,,,300000000.0,,,,,43800000000.0,73186000000.0,,,,,,,,,237100000000.0,,,44100000000.0,42700000000.0,,
Ivory Coast,CIV,1965,XOF,-2600000000.0,,,,,,,51500000000.0,68418200000.0,,,,,,58343000000.0,,,236800000000.0,,3864540000000.0,48900000000.0,48900000000.0,,
Ivory Coast,CIV,1966,XOF,-4700000000.0,,,,,,,58200000000.0,76658500000.0,,,,,,62792000000.0,,,236800000000.0,,4311880000000.0,53500000000.0,50600000000.0,,
Ivory Coast,CIV,1967,XOF,-6400000000.0,,,,,,,59100000000.0,80262600000.0,,,,,,65050000000.0,,,257300000000.0,,4509990000000.0,52700000000.0,47800000000.0,,
Ivory Coast,CIV,1968,XOF,,,2200000000.0,,,,,71500000000.0,104224600000.0,,,,,,75831000000.0,,,274399999999.99997,,5075850000000.0,73700000000.0,69300000000.0,,
Ivory Coast,CIV,1969,XOF,-8300000000.000001,,,,,,,80300000000.0,,,,,,,,,,325100000000.0,,5560110000000.0,72000000000.0,69400000000.0,,
Ivory Coast,CIV,1970,XOF,-13400000000.0,,,,,,,96800000000.0,130190400000.0,,,,,,107704000000.0,,,364000000000.0,,6137150000000.0,83400000000.0,83000000000.0,,
Ivory Coast,CIV,1971,XOF,-20400000000.0,,,,,,,110800000000.0,126558500000.0,,,,,,110838000000.0,,,414000000000.0,,6717570000000.0,90400000000.0,89900000000.0,,
Ivory Coast,CIV,1972,XOF,-6300000000.0,,,,,,,108500000000.0,139540700000.0,,,,,,114317000000.0,,,439300000000.0,,7002030000000.0,102200000000.0,102200000000.0,,
Ivory Coast,CIV,1973,XOF,-6600000000.0,,,,,,,125300000000.0,190856300000.0,,,,,,157522000000.0,,,471600000000.0,,7417880000000.0,118700000000.0,117700000000.0,,
Ivory Coast,CIV,1974,XOF,-1100000000.0,,,,,,,156600000000.0,291770500000.0,,,,,,232286000000.0,,,559100000000.0,,7738910000000.0,155500000000.0,139600000000.0,,
Ivory Coast,CIV,1975,XOF,-18200000000.0,,,,,,,231300000000.0,254571700000.0,,,,,,241393000000.0,,,566200000000.0,,8377580000000.0,213100000000.0,168300000000.0,,
Ivory Coast,CIV,1976,XOF,-41100000000.0,,,,,,,362700000000.0,392501000000.0,,,,,,311607000000.0,,,739000000000.0,,9459530000000.0,321600000000.0,236700000000.0,,
Ivory Coast,CIV,1977,XOF,,,20200000000.0,,,,,568400000000.0,529211699999.99994,,,,,,429566000000.0,,,834500000000.0,,10151710000000.0,588600000000.0,317800000000.0,,
Ivory Coast,CIV,1978,XOF,-148700000000.0,,,,,,,755700000000.0,524382199999.99994,,,,,,522502000000.0,,,939900000000.0,,11259050000000.0,607000000000.0,370600000000.0,,
Ivory Coast,CIV,1979,XOF,-202000000000.0,,,,,,,843000000000.0,534846900000.0,,,,,,528850000000.0,,,1539200000000.0,,11528610000000.0,641000000000.0,406100000000.0,,
Ivory Coast,CIV,1980,XOF,-272000000000.0,,,,,,,890000000000.0,663919000000.0,,,,,,631899000000.0,,,1782800000000.0,,10265490000000.0,618000000000.0,459700000000.0,,
Ivory Coast,CIV,1981,XOF,-260000000000.0,,,,,,,891000000000.0,689298000000.0,,,,,,653321000000.0,,,1944900000000.0,,10624780000000.0,631000000000.0,525400000000.0,,
Ivory Coast,CIV,1982,XOF,-331100000000.0,,,,,,,1003100000000.0,747452000000.0,,,,,,718593000000.0,,,2149900000000.0,,10646120000000.0,672000000000.0,546299999999.99994,,
Ivory Coast,CIV,1983,XOF,-262000000000.0,,,,,,,1025000000000.0,796774000000.0,,,,,,704249000000.0,,,2291400000000.0,,10230950000000.0,763000000000.0,548200000000.00006,,
Ivory Coast,CIV,1984,XOF,-29000000000.0,,,,,,,925000000000.0,1184347000000.0,,,,,,658569000000.0,,,2486600000000.0,,9954620000000.0,896000000000.0,587000000000.0,,
Ivory Coast,CIV,1985,XOF,,,90000000000.0,,,,,1006000000000.0,1318100000000.0,,,,,,773000000000.0,,,3135000000000.0,,10402640000000.0,1096000000000.0,621000000000.0,,
Ivory Coast,CIV,1986,XOF,-95500000000.0,,,,,,,1035000000000.0,1160400000000.0,,,,,,709000000000.0,,,3172000000000.0,,10741610000000.0,939500000000.0,660200000000.0,,
Ivory Coast,CIV,1987,XOF,-257000000000.0,,,,,,,1051200000000.0,929100000000.0,,,,,,673900000000.0,,,3031800000000.0,,10710120000000.0,794200000000.0,670400000000.0,,
Ivory Coast,CIV,1988,XOF,-447100000000.0,,,,,,,1236300000000.0,826500000000.0,,,,,,619900000000.0,,,3054500000000.0,,10822210000000.0,789200000000.0,624000000000.0,,
Ivory Coast,CIV,1989,XOF,-517900000000.0,,,,,,,1197500000000.0,895700000000.0,,,,,,673400000000.0,,,3109500000000.0,,11146630000000.0,679600000000.0,563200000000.0,,
Ivory Coast,CIV,1990,XOF,-352200000000.0,,,,,,,983000000000.0,793012400000.0,,,,,,571103300000.0,,,3725610000000.0,,11023700000000.0,630800000000.0,516100000000.0,,
Ivory Coast,CIV,1991,XOF,-384300000000.0,,,,,,,973800000000.0,763073900000.0,,,,,,593373700000.0,,,4089150000000.0,,11023700000000.0,589500000000.0,499900000000.0,,
Ivory Coast,CIV,1992,XOF,-344800000000.0,,,,,,,942300000000.0,801362700000.0,,,,,,615149100000.0,,,4076320000000.0,,11013980000000.0,597500000000.0,499800000000.0,,
Ivory Coast,CIV,1993,XOF,-350900000000.0,,,,,,,883900000000.0,713229000000.0,,,,,,570473300000.0,,,4073260000000.0,,10968860000000.0,533000000000.0,435300000000.0,,
Ivory Coast,CIV,1994,XOF,-289400000000.0,,,,,,,1166000000000.0,1522420000000.0,,,,,,1056147000000.0,,,5883590000000.0,,11199080000000.0,876600000000.0,678500000000.0,,
Ivory Coast,CIV,1995,XOF,-184300000000.0,,,,,,,1322600000000.0,1819297000000.0,,,,,,1469768000000.0,,,7558210000000.0,,11994340000000.0,1138300000000.0,897400000000.0,,
Ivory Coast,CIV,1996,XOF,-112600000000.0,,,,,,,1385100000000.0,2188326000000.0,,,,,,1443422000000.0,,,8584260000000.0,,12821840000000.0,1272500000000.0,1040700000000.0,,
Ivory Coast,CIV,1997,XOF,-122400000000.0,,,,,,,1494500000000.0,2495623000000.0,,,,,,1608649000000.0,,,9457930000000.0,,13555620000000.0,1372100000000.0,1112800000000.0,,
Ivory Coast,CIV,1998,XOF,-118300000000.0,,,,,,,1557400000000.0,2592600000000.0,,,,,,1764600000000.0,,,10285480000000.0,,14224030000000.0,1439100000000.0,1142100000000.0,,
Ivory Coast,CIV,1999,XOF,-185100000000.0,,,,,,,1521600000000.0,2758513000000.0,,,,,,1777816000000.0,,,10533970000000.0,,14454080000000.0,1336500000000.0,1149100000000.0,,
Ivory Coast,CIV,2000,XOF,-89600000000.0,,,,,,,1360200000000.0,2534366000000.0,,,,,,1771560000000.0,,,10547730000000.0,,14155120000000.0,1270600000000.0,1077500000000.0,,
Ivory Coast,CIV,2001,XOF,,,69700000000.0,,,,,1306900000000.0,2669423000000.0,,,,,,1867237000000.0,,,11341650000000.0,,14172300000000.0,1376600000000.0,1168400000000.0,,
Ivory Coast,CIV,2002,XOF,-122100000000.0,,,,,,,1591600000000.0,3456184000000.0,,,,,,1816340000000.0,,,11896020000000.0,,13935970000000.0,1469500000000.0,1259300000000.0,,
Ivory Coast,CIV,2003,XOF,-209800000000.0,,,,,,,1611000000000.0,3189550000000.0,,,,,,2048404000000.0,,,12297640000000.0,,13746520000000.0,1401200000000.0,1189900000000.0,,
Ivory Coast,CIV,2004,XOF,-150900000000.0,,,,,,,1665000000000.0,3655377000000.0,,,,,,2486800000000.0,,,12089310000000.0,,13915810000000.0,1514100000000.0,1241400000000.0,,
Ivory Coast,CIV,2005,XOF,-147700000000.0,,,,,,,1713700000000.0,3809246300000.0,,,,,,3353872600000.0,,,12456780000000.0,,14155330000000.0,1566000000000.0,1251200000000.0,,
Ivory Coast,CIV,2006,XOF,-126500000000.0,,,,,,,1742000000000.0,4206857099999.9995,,,,,,3325441200000.0,,,12866770000000.0,,14369920000000.0,1615500000000.0,1364000000000.0,,
Ivory Coast,CIV,2007,XOF,-78200000000.0,,,,,,,1949400000000.0,3865586900000.0,,,,,,3705459200000.0,,,13477740000000.0,,14623520000000.0,1871200000000.0,1468100000000.0,,
Ivory Coast,CIV,2008,XOF,-41100000000.0,,,,,,,2201200000000.0,4409963600000.0,,,,,,3793000500000.0,,,14994950000000.0,,14995380000000.0,2160100000000.0,1626400000000.0,,
Ivory Coast,CIV,2009,XOF,,,98200000000.0,,,,,2375700000000.0,5077175400000.0,,,,,,3593018600000.0,,,15845230000000.0,,15482950000000.0,2473900000000.0,1888700000000.0,,
Ivory Coast,CIV,2010,XOF,-216100000000.0,,,,,,,2498800000000.0,5539717600000.0,,,,,,4412291500000.0,,,17035939999999.998,,15795040000000.0,2282700000000.0,1928500000000.0,,
Ivory Coast,CIV,2011,XOF,-485500000000.0,,,,,,,2211400000000.0,5797514600000.0,,,,,,3595631800000.0,,,16743150000000.002,,15132220000000.0,1725900000000.0,1493100000000.0,,
Ivory Coast,CIV,2012,XOF,-432500000000.0,,,,,,,3054000000000.0,6041005800000.0,,,,,,5506532200000.0,,,18907190000000.0,,16660360000000.0,2621500000000.0,2213000000000.0,,
Ivory Coast,CIV,2013,XOF,-346100000000.0,,,,,,,3385600000000.0,7157155800000.0,,,,,,6537302200000.0,,,21351390000000.0,,18204540000000.0,3039500000000.0,2408600000000.0,,
Ivory Coast,CIV,2014,XOF,-376300000000.0,,,,,,,3669600000000.0,6752676300000.0,,,,,,7549000000.0,,,24137130000000.0,,19804550000000.0,3293300000000.0,2573300000000.0,,
Ivory Coast,CIV,2015,XOF,-553200000000.0,,,,,,,4470000000000.0,7741831800000.0,,,,,,7156700000.0,,,27086370000000.0,,21555730000000.0,3916800000000.0,2954900000000.0,,
Ivory Coast,CIV,2016,XOF,-838500000000.0,,,,,,,5015100000000.0,6446574500000.0,,,,,,4958645600000.0,,,28686710000000.0,,23101870000000.0,4176600000000.0005,3352600000000.0,,
Ivory Coast,CIV,2017,XOF,-998400000000.0,,,,,,,5521800000000.0,6882163200000.0,,,,,,5185887600000.0,,,30491650000000.0,,24813900000000.0,4523400000000.0,3458100000000.0,,
Ivory Coast,CIV,2018,XOF,-944300000000.0,,,,,,,5708400000000.0,6563596600000.0,,,,,,5913143400000.0,,,32506100000000.0,,26015670000000.0,4764100000000.0,3651100000000.0,,
Ivory Coast,CIV,2019,XOF,-785400000000.0,,,,,,,5943800000000.0,7325218600000.0,,,,,,5996689200000.0,,,35379000000000.0,,27764280000000.0,5158400000000.0,3972300000000.0,,
Ivory Coast,CIV,2020,XOF,-1965800000000.0,,,,,,,7255100000000.0,7155856500000.0,,,,,,6040347100000.0,,,36277950000000.0,,27958560000000.0,5289300000000.0,4149200000000.0,,
Ivory Coast,CIV,2021,XOF,-1961900000000.0,,,,,,,8102100000000.0,8363019000000.0,,,,,,7627993100000.0,,,40366860000000.0,,29933360000000.0,6140200000000.0,5096000000000.0,,
Ivory Coast,CIV,2022,XOF,-2981800000000.0,,,,,,,9666200000000.0,9988614400000.0,,,,,,10708714400000.0,,,43771180000000.0,,31794570000000.0,6684400000000.0,5616700000000.0,,
Ivory Coast,CIV,2023,XOF,-2508100000000.0,,,,,,,10279800000000.0,,,,,,,,,,47790920000000.0,,33872650000000.0,7771700000000.0,6508000000000.0,,
Ivory Coast,CIV,2024,XOF,-2120600000000.0,,,,,,,10896500000000.0,,,,,,,,,,52400000000000.0,,35924430000000.0,8775900000000.0,7533800000000.0,,
Kenya,KEN,1998,Ksh,,,,,,,,,9149200000.0,,,,,,15523000000.0,,,,,,,,,
Kenya,KEN,1999,Ksh,,,,,,,,,9006800000.0,,,,,,13452900000.0,,,,,,,,,
Kenya,KEN,2000,Ksh,,,,18584000000.0,,,,175119000000.0,9124300000.0,,,,,,17197200000.0,,,967838000000.0,,982855000000.0,178443000000.0,152444000000.0,,40944000000.0
Kenya,KEN,2001,Ksh,,,,13659000000.0,,,,123391000000.0,13537000000.0,,,,,,20740700000.0,,,1020022000000.0,,1020111000000.0,107283000000.0,90241000000.0,,27924000000.0
Kenya,KEN,2002,Ksh,,,,10555000000.0,,,,122427000000.0,14456600000.0,,,,,,33559600000.0,,,1035374000000.0,,1025583000000.0,107060000000.0,90212000000.0,,29723000000.0
Kenya,KEN,2003,Ksh,,,,17438000000.0,,,,143691000000.0,16737400000.000002,,,,,,24319800000.0,,,1131783000000.0,,1055658000000.0,114306000000.0,96782000000.0,,32540000000.0
Kenya,KEN,2004,Ksh,,,,16894000000.0,,,,146010000000.0,16390599999.999998,,,,,,25538400000.0,,,1274328000000.0,,1109338000000.0,130095000000.0,108080000000.0,,33458000000.0
Kenya,KEN,2005,Ksh,,,,21388000000.0,,,,158123000000.0,19840100000.0,,,,,,38506000000.0,,,1415823000000.0,,1172784000000.0,165646000000.0,138298000000.0,,43434000000.0
Kenya,KEN,2006,Ksh,,,,30397000000.0,,,,209791000000.0,17178200000.0,,,,,,39630500000.0,,,1622565000000.0,,1249470000000.0,169821000000.0,145000000000.0,,41172000000.0
Kenya,KEN,2007,Ksh,,,,36409000000.0,,,,219726000000.0,20877700000.0,,,,,,48294200000.0,,,1833511000000.0,,1336849000000.0,195320000000.0,165473000000.0,,53015000000.0
Kenya,KEN,2008,Ksh,,,,61951000000.0,,,,283616000000.0,23753500000.0,,,,,,64341000000.0,,,2107589000000.0,,1357262000000.0,241522000000.0,207445000000.0,,66249000000.0
Kenya,KEN,2009,Ksh,,,,62947000000.0,,,,301536000000.0,27359800000.0,,,,,,66177200000.0,,,3275642000000.0,,5361462000000.0,271194000000.0,233418000000.0,,74678000000.0
Kenya,KEN,2010,Ksh,,,,91807000000.0,,,,374246000000.0,30602600000.0,,,,,,71198900000.0,,,3597630000000.0,,5793514000000.0,304531000000.0,259767000000.0,,81309000000.0
Kenya,KEN,2011,Ksh,,,,113899500000.0,,,,434101500000.0,35457800000.0,,,,,,90527900000.0,,,4162514000000.0,,6090206000000.0,350725000000.0,302869000000.0,,98612000000.0
Kenya,KEN,2012,Ksh,,,,137335600000.0,,,,509200200000.0,42365100000.0,,,,,,101658500000.0,,,4767191000000.0,,6368448000000.0,362116000000.0,332835300000.0,,100781700000.0
Kenya,KEN,2013,Ksh,,,,151162200000.0,,,,589548700000.0,47116300000.0,,,,,,130764500000.0,,,5311322000000.0,,6610312000000.0,419576400000.0,380793300000.0,,105042100000.0
Kenya,KEN,2014,Ksh,,,,124805600000.0,,,,669839600000.0,43062500000.0,,,,,,130116500000.0,,,6003835000000.0,,6942157000000.0,538800900000.0,484350300000.0,,132020400000.0
Kenya,KEN,2015,Ksh,,,,196861200000.0,,,,764835700000.0,41163000000.0,,,,,,127648500000.0,,,6884317000000.0,,7287024000000.0,611056300000.0,558210800000.0,,147620000000.0
Kenya,KEN,2016,Ksh,,,,224147700000.0,,,,888866600000.0,48023500000.0,,,,,,106483200000.0,,,7594064000000.0,,7594064000000.0,670940500000.0,609240300000.0,,163068700000.0
Kenya,KEN,2017,Ksh,,,,333425700000.0,,,,1082905300000.0,48834000000.0,,,,,,150734100000.0,,,8483396000000.0,,7885521000000.0,772694600000.0,686239700000.0,,190043700000.0
Kenya,KEN,2018,Ksh,,,,209851200000.0,,,,1077038700000.0,53448100000.0,,,,,,157516900000.0,,,9340307000000.0,,8330891000000.0,840619000000.0,755215400000.0,,203206600000.0
Kenya,KEN,2019,Ksh,,,,328606700000.0,,,,1291663000000.0,53290300000.0,,,183969500000.0,,,155919700000.0,,,10237727300000.0,,8756945600000.0,924807000000.0,805372400000.0,,232443600000.0
Kenya,KEN,2020,Ksh,,,,335160300000.0,,,,1436864100000.0,53126200000.0,,,178891900000.0,,,155430900000.0,,,10715070000000.0,,8733060300000.001,1061498399999.9999,874538900000.0,,245673500000.0
Kenya,KEN,2021,Ksh,,,,246798400000.0,,,,1347104200000.0,54313600000.0,,,188976300000.0,,,160717200000.0,,,12027661500000.0,,9395942100000.0,937044000000.0,779269800000.0,,215787100000.0
